country,year,co2_per_dollar,co2_total,co2_per_capita,nuclear_usage,gdp,life_exp,nox_total,population,primary_completion,renewable_usage,income,region
India,2016,0.958728391133258,2183280,1.64835905308142,NA,2277266450218.78,68.897,15620,1324517250,96.2306976318359,NA,Lower middle income,South Asia
India,2017,0.946309782825617,2301440,1.71919020043,NA,2432015436983.07,69.165,15950,1338676779,94.3737487792969,NA,Lower middle income,South Asia
India,2018,0.939643052841355,2434520,1.79982544579379,NA,2590898738237.18,69.416,16280,1352642283,NA,NA,Lower middle income,South Asia
Indonesia,1971,0.471761211072329,38987.544,0.330738850628841,0,82642538396.4485,53.14,3222.5751129,117880146,NA,NA,Lower middle income,East Asia & Pacific
Indonesia,1972,0.489949655113134,43340.273,0.358132822909409,0,88458625386.7089,53.72,3216.0506855,121017316,51.9097518920898,NA,Lower middle income,East Asia & Pacific
Indonesia,1973,0.513808690137429,49134.133,0.395605913454231,0,95627290746.7914,54.288,3187.0873545,124199693,53.0952110290527,NA,Lower middle income,East Asia & Pacific
Indonesia,1974,0.498027091151675,51260.993,0.402292487530312,0,102928121603.707,54.843,3162.4970788,127422198,50.9294509887695,NA,Lower middle income,East Asia & Pacific
Indonesia,1975,0.499426105708197,53963.572,0.41294207646376,0,108051163892.361,55.386,3158.2460085,130680730,49.3127593994141,NA,Lower middle income,East Asia & Pacific
Indonesia,1976,0.535196004948689,61810.952,0.461389593581819,0,115492177498.459,55.92,3125.9009247,133966940,48.7781181335449,NA,Lower middle income,East Asia & Pacific
Indonesia,1977,0.656266378099514,82434.16,0.600490433806184,0,125610823212.857,56.448,3137.6498689,137278057,53.3108711242676,NA,Lower middle income,East Asia & Pacific
Indonesia,1978,0.700418871263714,93933.872,0.667989729126574,0,134110995368.417,56.971,3141.1245163,140621731,56.0817604064941,NA,Lower middle income,East Asia & Pacific
Indonesia,1979,0.660695244982512,95096.311,0.660345906631216,0,143933699723.414,57.488,3127.4196674,144009844,NA,NA,Lower middle income,East Asia & Pacific
Indonesia,1980,0.599316740729534,94784.616,0.64283491611006,0,158154460835.886,57.995,3082.66741268,147447834,NA,NA,Lower middle income,East Asia & Pacific
Indonesia,1981,0.586791795196122,100160.438,0.663585648968357,0,170691612970.702,58.489,3067.11753182,150938222,65.4683227539063,NA,Lower middle income,East Asia & Pacific
Indonesia,1982,0.603966460713873,105407.915,0.682392175970678,0,174526106756.674,58.966,3069.52502158,154468235,70.0160980224609,NA,Lower middle income,East Asia & Pacific
Indonesia,1983,0.577181071210571,104956.874,0.664245133297514,0,181843929461.971,59.423,3007.31542872,158009248,75.2002182006836,NA,Lower middle income,East Asia & Pacific
Indonesia,1984,0.576699707649152,112184.531,0.694540627818691,0,194528503330.281,59.863,2962.17505524,161523353,84.6693267822266,NA,Lower middle income,East Asia & Pacific
Indonesia,1985,0.608302525458282,121245.688,0.734900509297801,0,199318074355.611,60.287,2930.7931464,164982452,94.1675872802734,NA,Lower middle income,East Asia & Pacific
Indonesia,1986,0.576893467513504,121740.733,0.723036368373753,0,211028101123.628,60.7,2895.620193,168374287,96.577278137207,NA,Lower middle income,East Asia & Pacific
Indonesia,1987,0.557179881779023,123372.548,0.718523982224257,0,221423192104.645,61.107,2840.495993,171702756,95.8268890380859,NA,Lower middle income,East Asia & Pacific
Indonesia,1988,0.564259689777709,132162.347,0.755317200644137,0,234222556376.596,61.512,2888.40237,174975953,95.9659423828125,NA,Lower middle income,East Asia & Pacific
Indonesia,1989,0.520355088089596,130966.905,0.734905627487236,0,251687564891.169,61.915,2880.215952,178209147,96.1606826782227,NA,Lower middle income,East Asia & Pacific
Indonesia,1990,0.548283496197183,147990,0.81576113799489,0,269915109658.485,62.32,3190,181413398,93.3140487670898,20.9171334986378,Lower middle income,East Asia & Pacific
Indonesia,1991,0.560831358339429,161840,0.876744876834978,0,288571595709.615,62.727,3170,184591897,90.2677230834961,20.5570433851098,Lower middle income,East Asia & Pacific
Indonesia,1992,0.556127605777106,170910,0.910355783616372,0,307321553946.56,63.131,3160,187739786,88.692138671875,23.8383157083323,Lower middle income,East Asia & Pacific
Indonesia,1993,0.566720739828248,185480,0.971856690184327,0,327286416333.046,63.529,3140,190851184,92.1213226318359,19.7753303964758,Lower middle income,East Asia & Pacific
Indonesia,1994,0.55951789970088,196930,1.01553517682766,0,351963717524.103,63.919,3110,193917458,94.5624313354492,15.6567623349819,Lower middle income,East Asia & Pacific
Indonesia,1995,0.585042874604253,222840,1.13154513285111,0,380895161146.503,64.291,3270,196934257,94.4913787841797,16.4630952984306,Lower middle income,East Asia & Pacific
Indonesia,1996,0.5709634723106,234480,1.17297926994757,0,410674257411.067,64.637,3470,199901231,93.4929275512695,15.5306833618806,Lower middle income,East Asia & Pacific
Indonesia,1997,0.59926677210027,257670,1.27039647749285,0,429975449993.557,64.954,3680,202826444,94.1190338134766,10.3394213890415,Lower middle income,East Asia & Pacific
Indonesia,1998,0.69910683548911,261140,1.26936692941972,0,373533752988.269,65.244,3880,205724597,NA,15.7653963453702,Lower middle income,East Asia & Pacific
Indonesia,1999,0.741031190651913,278990,1.33734281482338,0,376488875933.227,65.513,4080,208615171,NA,14.123261362975,Lower middle income,East Asia & Pacific
Indonesia,2000,0.709268902871902,280170,1.32459428585239,0,395012383689.125,65.772,4730,211513822,NA,15.9560675060273,Lower middle income,East Asia & Pacific
Indonesia,2001,0.737241480822938,301830,1.40760916401274,0,409404527351.182,66.037,4840,214427419,93.7562713623047,17.474865190511,Lower middle income,East Asia & Pacific
Indonesia,2002,0.715384988511479,306060,1.40809308007778,0,427825583308.405,66.321,4950,217357790,95.0540237426758,14.9532883003595,Lower middle income,East Asia & Pacific
Indonesia,2003,0.748130801670975,335370,1.52226772382139,0,448277225387.513,66.631,5060,220309473,95.6592407226563,13.6385363003877,Lower middle income,East Asia & Pacific
Indonesia,2004,0.728841351476974,343160,1.53686533554733,0,470829487520.977,66.969,5170,223285666,95.595703125,13.6065178133036,Lower middle income,East Asia & Pacific
Indonesia,2005,0.6920779694201,344400,1.52194445037097,0,497631791817.584,67.334,5280,226289468,94.2734375,13.6055328591928,Lower middle income,East Asia & Pacific
Indonesia,2006,0.693515518046045,364100,1.58774969260843,0,525006276753.314,67.717,5400,229318262,92.5608978271484,12.2587772033185,Lower middle income,East Asia & Pacific
Indonesia,2007,0.680579833744565,379980,1.63520707646083,0,558318041704.736,68.105,5510,232374239,96.6458129882813,12.9038838981084,Lower middle income,East Asia & Pacific
Indonesia,2008,0.637242873399957,377180,1.60181930796165,0,591893633878.692,68.485,5630,235469755,96.6925964355469,13.3158324739161,Lower middle income,East Asia & Pacific
Indonesia,2009,0.637001991205356,394490,1.65321047741763,0,619291627728.719,68.853,5740,238620554,98.5490875244141,13.2330616046028,Lower middle income,East Asia & Pacific
Indonesia,2010,0.633805929936245,416940,1.72407358088346,0,657835435591.365,69.205,5860,241834226,100.589088439941,15.8540249182646,Lower middle income,East Asia & Pacific
Indonesia,2011,0.687921746306179,480460,1.96013325740302,0,698422462409.202,69.542,5980,245115988,NA,11.9928905172367,Lower middle income,East Asia & Pacific
Indonesia,2012,0.657292675492361,486750,1.95913319398553,0,740537690664.799,69.866,6100,248451714,103.098258972168,11.2368144778283,Lower middle income,East Asia & Pacific
Indonesia,2013,0.581201283318724,454320,1.8042510413422,0,781691322850.807,70.179,6420,251805314,101.145629882813,12.2701601703546,Lower middle income,East Asia & Pacific
Indonesia,2014,0.597019096262424,490050,1.92079996715062,0,820828015498.845,70.481,6740,255128076,103.451530456543,11.4751004932507,Lower middle income,East Asia & Pacific
Indonesia,2015,0.570177830353467,490840,1.89965869189427,NA,860854235065.079,70.768,6980,258383257,NA,10.6511556345733,Lower middle income,East Asia & Pacific
Indonesia,2016,0.54743426177756,494980,1.89244089035547,NA,904181624278.983,71.035,7110,261556386,NA,12.0719582395239,Lower middle income,East Asia & Pacific
Indonesia,2017,0.560955609541422,532920,2.01367107029183,NA,950021696789.269,71.282,7240,264650969,100.82592010498,12.5605535137614,Lower middle income,East Asia & Pacific
Indonesia,2018,0.583589366684352,583110,2.17846155349724,NA,999178589070.128,71.509,7380,267670549,102.334838867188,17.0370007361396,Lower middle income,East Asia & Pacific
"Iran, Islamic Rep.",1971,0.55407204037623,101722.58,3.47394401457052,0,183590891774.52,51.661,542.8414216,29281583,50.1327209472656,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1972,0.505149157707253,106115.646,3.5283326730461,0,210067946033.272,52.559,598.3289106,30075295,NA,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1973,0.56830676913093,129595.447,4.19325104889156,0,228037838082.029,53.513,729.392304,30905721,NA,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1974,0.592330796570713,143911.415,4.52744092685189,0,242957846921.302,54.463,803.4009476,31786481,NA,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1975,0.587225323681266,139349.667,4.25758135437057,0,237301869283.206,55.264,873.992238,32729772,NA,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1976,0.562907661608553,156643.239,4.6434859514777,0,278275194465.074,55.744,1016.386739,33733975,NA,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1977,0.613984953627298,163969.905,4.71136717621888,0,267058506941.089,55.827,1118.9364564,34803041,NA,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1978,0.707004267313546,162470.102,4.51797658289742,0,229800737437.341,55.514,1114.9294088,35960811,NA,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1979,0.797230295321866,164028.577,4.40497189029932,0,205748047913.529,54.882,1052.5409912,37237145,NA,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1980,0.808604825482279,120900.99,3.12807831174365,0,149518016947.142,54.114,984.149653,38650244,NA,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1981,0.796238281892863,112899.596,2.80845387941282,0,141791218241.364,53.453,1026.7921866,40199911,NA,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1982,0.766524260270323,138007.545,3.2961566693212,0,180043283889.449,53.126,1227.223629,41869231,NA,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1983,0.766090177519679,149785.949,3.43255734982448,0,195519996725.389,53.287,1436.4021988,43636838,NA,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1984,0.844157789119299,150658.695,3.31316130753528,0,178472196717.133,53.983,1471.0675768,45472792,77.6652603149414,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1985,0.881952106317397,160768.614,3.39552548380002,0,182287238556.855,55.196,1655.71589,47347197,80.4602127075195,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1986,0.906774761220041,148399.823,3.01256659957337,0,163656763891.765,56.828,1584.6476894,49260263,80.7725601196289,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1987,0.969164284641603,159573.172,3.11704206577275,0,164650281204.915,58.665,1581.3297036,51193782,80.7204971313477,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1988,1.13133161996905,176115.009,3.31808455183262,0,155670544243.092,60.516,1705.1627872,53077312,81.0716781616211,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1989,1.15844224305949,191204.714,3.48773661233295,0,165053299070.846,62.272,1781.77925,54822005,81.5546493530273,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1990,0.953943977916796,179240,3.17991920407921,0,187893633325.744,63.837,2260,56366212,84.2276382446289,10.2923758925248,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1991,1.03070012466075,217670,3.77381552479432,0,211186546689.944,65.153,2350,57679025,87.3680191040039,11.003337179927,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1992,1.07442974552205,233400,3.97071294678346,0,217231513714.836,66.243,2440,58780376,90.3845596313477,13.8767546158775,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1993,1.05383352304754,231280,3.87249557173735,0,219465404109.722,67.137,2530,59723761,95.6823272705078,12.8903994540969,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1994,1.20787815986201,261180,4.31056905717137,0,216230418496.711,67.84,2620,60590608,93.9175491333008,9.09279659981924,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1995,1.2316357450049,272400,4.43340195341159,0,221169287352.013,68.377,2610,61442658,97.6994018554688,8.57603464303786,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1996,1.2044851518255,280240,4.49860124226183,0,232663723230.852,68.791,2590,62294919,NA,8.13496648948463,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1997,1.2462838048664,291410,4.61556914896625,0,233823145949.68,69.139,2570,63136309,95.0014801025391,7.08740346749859,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1998,1.2257074057676,292830,4.57748312866931,0,238906935392.641,69.471,2560,63971836,NA,6.80429907987319,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",1999,1.35361448126596,326410,5.03712334131291,0,241139559688.167,69.813,2540,64800875,NA,4.41970310391363,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2000,1.33550404021639,340750,5.19250778803785,0,255147112804.533,70.176,2520,65623397,90.7171020507813,3.03784327134606,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2001,1.36407108164929,351010,5.28238820230417,0,257325299775.138,70.553,2660,66449111,95.9611892700195,3.91076901804438,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2002,1.33556949383225,368720,5.47998945556813,0,276076985662.5,70.921,2800,67284801,97.4655990600586,5.72862753995151,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2003,1.30170800045014,390680,5.73492512001866,0,300128753810.301,71.265,2940,68122947,94.3632278442383,7.2297534410377,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2004,1.3397013948466,419710,6.08705169921503,0,313286230509.642,71.592,3080,68951279,104.55623626709,6.39475670688602,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2005,1.39569652044303,451200,6.46767249581418,0,323279447495.346,71.917,3220,69762345,106.152549743652,9.08034230268182,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2006,1.44581078382944,490770,6.95587410152761,0,339442757993.632,72.257,3270,70554756,96.4134216308594,9.54474211394941,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2007,1.42659102918381,523740,7.34182608067155,0,367126940577.809,72.626,3320,71336476,92.1693420410156,8.88786485347033,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2008,1.45114262647234,534090,7.40551161188214,0,368047902567.887,73.027,3360,72120608,94.4253463745117,2.42343728149909,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2009,1.48331337569134,551430,7.5616217043651,0,371755563616.481,73.457,3410,72924833,98.1430587768555,3.36992365722546,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2010,1.40065187669272,550890,7.46842715607367,0,393309721828.087,73.905,3450,73762519,99.4525299072266,4.16339355852317,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2011,1.39140032546849,561730,7.52636576111739,0.136220485561462,403715587611.97,74.352,3520,74634959,98.7884063720703,5.12264009464616,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2012,1.52844525229322,571120,7.56050965979149,0.726376063804685,373660750454.172,74.776,3590,75539881,97.207389831543,4.98552753700703,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2013,1.58869263540742,592480,7.74666309231629,1.73224505971025,372935574065.941,75.162,3650,76481963,NA,5.70772079837216,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2014,1.56540563740917,610670,7.88309478990649,1.62849724517405,390103360692.306,75.502,3720,77465769,NA,5.19538689554967,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2015,1.56443092639458,602230,7.67248132451568,NA,384951479697.42,75.796,3790,78492208,98.3014984130859,5.10488787847473,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2016,1.38770110625215,605760,7.61349440100359,NA,436520513870.61,76.047,3870,79563991,100.264381408691,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2017,1.37063936843406,620780,7.69493097940191,NA,452912716719.377,76.271,3940,80673888,99.4387893676758,NA,Lower middle income,Middle East & North Africa
"Iran, Islamic Rep.",2018,1.47852431931112,629290,7.69301259933288,NA,425620324116.955,76.479,4020,81800204,NA,NA,Lower middle income,Middle East & North Africa
Iraq,1971,2.16527329356003,28862.957,2.81429121497744,0,13329937188.9195,58.856,130.2293911,10255853,40.545768737793,NA,Upper middle income,Middle East & North Africa
Iraq,1972,2.13716168529795,29552.353,2.78804699508786,0,13827850837.5373,59.484,129.3893779,10599661,39.6846008300781,NA,Upper middle income,Middle East & North Africa
Iraq,1973,2.12240428072169,30645.119,2.7984140646859,0,14438869765.9334,60.086,140.0816809,10950888,42.7459907531738,NA,Upper middle income,Middle East & North Africa
Iraq,1974,1.84558907961822,30942.146,2.7353232328465,0,16765457891.8514,60.644,147.4768766,11312062,43.5374794006348,NA,Upper middle income,Middle East & North Africa
Iraq,1975,1.75809974337698,33157.014,2.8376729705024,0,18859575018.3727,61.078,158.7712492,11684579,51.3814392089844,NA,Upper middle income,Middle East & North Africa
Iraq,1976,2.20829176729275,48800.436,4.04356203145747,0,22098726591.6527,61.291,190.8357985,12068675,51.7323684692383,NA,Upper middle income,Middle East & North Africa
Iraq,1977,1.9410910431997,43710.64,3.50749743682003,0,22518593423.597,61.238,178.3125797,12462059,64.9497680664063,NA,Upper middle income,Middle East & North Africa
Iraq,1978,1.60538130253129,42317.18,3.29043149980118,0,26359581946.841,60.933,192.9810698,12860678,66.1746673583984,NA,Upper middle income,Middle East & North Africa
Iraq,1979,1.66323818071267,52991.817,3.99663544460423,0,31860630434.3578,60.435,241.0033992,13259107,NA,NA,Upper middle income,Middle East & North Africa
Iraq,1980,1.14621070229339,45558.808,3.33682317333448,0,39747323863.6176,59.882,226.157741,13653348,73.2438201904297,NA,Upper middle income,Middle East & North Africa
Iraq,1981,0.814110833121508,32122.92,2.28728688137344,0,39457674180.3479,59.448,169.8305054,14044115,NA,NA,Upper middle income,Middle East & North Africa
Iraq,1982,0.750334099117539,30623.117,2.1218215237784,0,40812642043.0786,59.275,194.236824,14432466,NA,NA,Upper middle income,Middle East & North Africa
Iraq,1983,1.09223169859954,38749.189,2.61542228344576,0,35477077848.6692,59.454,192.112239,14815653,56.7179718017578,NA,Upper middle income,Middle East & North Africa
Iraq,1984,1.15035212660269,40204.988,2.6467373200804,0,34950157495.4588,60.002,205.936286,15190396,NA,NA,Upper middle income,Middle East & North Africa
Iraq,1985,1.25993252279546,44675.061,2.87192178457858,0,35458296529.1488,60.877,229.465162,15555807,65.1403503417969,NA,Upper middle income,Middle East & North Africa
Iraq,1986,1.28689021848619,47751.674,3.00140680905135,0,37106252976.3974,61.979,243.1326652,15909764,63.9911003112793,NA,Upper middle income,Middle East & North Africa
Iraq,1987,1.3038212022365,52881.807,3.25284940609231,0,40559094229.5536,63.147,231.1237488,16257072,58.104549407959,NA,Upper middle income,Middle East & North Africa
Iraq,1988,1.67509760929177,67927.508,4.08898408464225,0,40551373020.4175,64.246,235.4263442,16612319,60.8714904785156,NA,Upper middle income,Middle East & North Africa
Iraq,1989,1.8645463311249,73251.992,4.31022312403302,0,39286764172.7124,65.212,249.8996924,16994942,59.1868896484375,NA,Upper middle income,Middle East & North Africa
Iraq,1990,1.04594213247031,64850,3.72292205693826,0,62001518044.6334,66.011,520,17419113,NA,10.8333333333333,Upper middle income,Middle East & North Africa
Iraq,1991,2.0981242553584,46770,2.61438902253992,0,22291339457.4006,66.653,540,17889457,NA,4.32484382508409,Upper middle income,Middle East & North Africa
Iraq,1992,2.28003376055529,67390,3.66195468718245,0,29556579891.8642,67.191,560,18402740,NA,2.76679841897233,Upper middle income,Middle East & North Africa
Iraq,1993,2.30516239124467,88770,4.683175550711,0,38509217544.5691,67.668,580,18955087,59.6745109558105,2.28136882129278,Upper middle income,Middle East & North Africa
Iraq,1994,2.49365098963585,99730,5.10405976698915,0,39993567830.6625,68.089,600,19539348,NA,2,Upper middle income,Middle East & North Africa
Iraq,1995,2.35300224095659,96100,4.7693865139616,0,40841440066.3432,68.446,620,20149342,NA,1.91641730827422,Upper middle income,Middle East & North Africa
Iraq,1996,2.16618022375278,98220,4.72596136288411,0,45342487630.0641,68.731,620,20783073,NA,1.89740687726773,Upper middle income,Middle East & North Africa
Iraq,1997,2.1063336993471,115790,5.40075903542696,0,54972296192.1424,68.936,620,21439579,NA,1.91502686311348,Upper middle income,Middle East & North Africa
Iraq,1998,1.09882043459766,81460,3.68358435457913,0,74134041773.4652,69.06,620,22114330,NA,1.91630311843593,Upper middle income,Middle East & North Africa
Iraq,1999,0.741208237232975,64610,2.83351579490994,0,87168486201.9308,69.108,620,22802061,57.3198699951172,1.91680131799892,Upper middle income,Middle East & North Africa
Iraq,2000,0.731660560456013,74570,3.17351707870965,0,101918846019.968,69.082,620,23497589,56.2717781066895,1.9153605015674,Upper middle income,Middle East & North Africa
Iraq,2001,0.812811167474748,84300,3.48229428914477,0,103714126199.698,68.983,660,24208178,NA,1.91621965210381,Upper middle income,Middle East & North Africa
Iraq,2002,0.834040928507557,79410,3.18507333690519,0,95211154855.5504,68.827,690,24931922,NA,1.52674009981396,Upper middle income,Middle East & North Africa
Iraq,2003,1.1951879885372,72080,2.81073881603399,0,60308504345.1778,68.636,730,25644503,NA,1.52787579393084,Upper middle income,Middle East & North Africa
Iraq,2004,0.813926006877297,75290,2.86123217753336,0,92502266009.2373,68.437,760,26313838,79.6164474487305,1.52655209784796,Upper middle income,Middle East & North Africa
Iraq,2005,0.93812997418200506,88230,3.2772114128971,0,94048801795.2219,68.266,800,26922279,NA,19.7368421052632,Upper middle income,Middle East & North Africa
Iraq,2006,0.844311383967633,83890,3.05631087938833,0,99359077223.1208,68.157,820,27448124,NA,18.0232386246046,Upper middle income,Middle East & North Africa
Iraq,2007,0.765267584927523,77470,2.77558411768276,0,101232564302.769,68.13,850,27911242,66.9970703125,17.2578752595,Upper middle income,Middle East & North Africa
Iraq,2008,0.785308143339524,86040,3.03109952501149,0,109562088117.557,68.19,880,28385739,NA,9.44751680763392,Upper middle income,Middle East & North Africa
Iraq,2009,0.949282274523605,107520,3.71102120490356,0,113264518769.15,68.34,910,28973157,NA,8.52643538457473,Upper middle income,Middle East & North Africa
Iraq,2010,0.99762394876548,120230,4.04243470432379,0,120516353029.395,68.567,930,29741977,NA,9.74687167743518,Upper middle income,Middle East & North Africa
Iraq,2011,1.0109474826054,131030,4.26456303688442,0,129611084902.562,68.848,1000,30725305,NA,6.30206110977126,Upper middle income,Middle East & North Africa
Iraq,2012,1.02834452820275,151860,4.76199256369047,0,147674243247.453,69.148,1070,31890012,NA,9.54409144247903,Upper middle income,Middle East & North Africa
Iraq,2013,1.02271504529277,162550,4.90242485605102,0,158939678015.069,69.437,1140,33157061,NA,8.14248057238711,Upper middle income,Middle East & North Africa
Iraq,2014,1.060201034533,168840,4.90643526177491,0,159252815740.149,69.7,1200,34411949,NA,4.32505017117223,Upper middle income,Middle East & North Africa
Iraq,2015,0.972513061633484,162190,4.55945050904681,NA,166774109673.732,69.929,1270,35572269,NA,3.7317547372392,Upper middle income,Middle East & North Africa
Iraq,2016,0.908214823121878,172350,4.70764886003607,NA,189767878273.081,70.122,1300,36610632,NA,NA,Upper middle income,Middle East & North Africa
Iraq,2017,0.934831614821284,174290,4.64119988531345,NA,186439993295.819,70.294,1330,37552789,NA,NA,Upper middle income,Middle East & North Africa
Iraq,2018,1.02151911948709,188140,4.89519536080978,NA,184176680016,70.454,1360,38433604,NA,NA,Upper middle income,Middle East & North Africa
Ireland,1971,0.612046772638779,22497.045,7.51894019150749,0,36757068259.6793,71.1285365853659,110.689777132,2992050,NA,NA,High income,Europe & Central Asia
Ireland,1972,0.563411121423881,22053.338,7.26191217873784,0,39142532267.1404,71.232243902439,110.495684024,3036850,NA,NA,High income,Europe & Central Asia
Ireland,1973,0.55769047981656406,22860.078,7.40779273805473,0,40990619039.2906,71.3455609756098,110.07199636,3085950,NA,NA,High income,Europe & Central Asia
Ireland,1974,0.545284699381403,23303.785,7.42750119521912,0,42736913444.3657,71.4720243902439,130.84931112,3137500,NA,NA,High income,Europe & Central Asia
Ireland,1975,0.488398553470555,22053.338,6.91424746437585,0,45154388446.2581,71.6166097560976,110.9386367,3189550,NA,NA,High income,Europe & Central Asia
Ireland,1976,0.486966189748414,22295.36,6.88542795818471,0,45784205288.5,71.7827804878049,111.99524721,3238050,NA,NA,High income,Europe & Central Asia
Ireland,1977,0.475697544546683,23567.809,7.18049143866919,0,49543684364.5241,71.969,121.13424933,3282200,NA,NA,High income,Europe & Central Asia
Ireland,1978,0.443871704965264,23571.476,7.08043495238953,0,53104254531.9365,72.1737317073171,119.65256961,3329100,NA,NA,High income,Europe & Central Asia
Ireland,1979,0.500378894330038,27388.823,8.11821356057799,0,54736167552.9323,72.3934634146342,132.35278539,3373750,NA,NA,High income,Europe & Central Asia
Ireland,1980,0.465348121297094,26255.72,7.69330754805438,0,56421674007.8714,72.623243902439,128.45055003,3412800,NA,NA,High income,Europe & Central Asia
Ireland,1981,0.446661100027628,26039.367,7.54108514335361,0,58297816842.3204,72.8560975609756,129.60056106,3453000,NA,NA,High income,Europe & Central Asia
Ireland,1982,0.428448854612067,25547.989,7.3291608812898,0,59629028587.6294,73.0880731707317,127.71764028,3485800,NA,NA,High income,Europe & Central Asia
Ireland,1983,0.432210608328452,25709.337,7.3233455819518,0,59483354884.3914,73.3136829268293,125.43276606,3510600,NA,NA,High income,Europe & Central Asia
Ireland,1984,0.411281167512221,25529.654,7.22723580952791,0,62073481638.9116,73.5314634146342,119.37722606,3532423,NA,NA,High income,Europe & Central Asia
Ireland,1985,0.417652518520636,26725.096,7.55355472258698,0,63988829983.9848,73.7423658536585,131.6878884,3538082,NA,NA,High income,Europe & Central Asia
Ireland,1986,0.447707864373652,28525.593,8.05878283126489,0,63714746310.9848,73.9514146341463,210.8232469,3539690,NA,NA,High income,Europe & Central Asia
Ireland,1987,0.452836054239209,30197.745,8.53029908840451,0,66685823086.0924,74.1625365853659,210.8154721,3540057,NA,NA,High income,Europe & Central Asia
Ireland,1988,0.425311822693898,29842.046,8.46595113858385,0,70165098658.632,74.3777073170732,221.1261248,3524949,NA,NA,High income,Europe & Central Asia
Ireland,1989,0.404313937254139,30018.062,8.54969668263454,0,74244440357.0772,74.5959024390244,225.50313725,3511009,NA,NA,High income,Europe & Central Asia
Ireland,1990,0.384947954333094,31000,8.82192070857667,0,80530366900.3936,74.8090975609756,260,3513974,NA,4.8984468339307,High income,Europe & Central Asia
Ireland,1991,0.383873593260491,31510,8.91564935551824,0,82084312526.8525,75.0052682926829,260,3534235,NA,4.99665103817816,High income,Europe & Central Asia
Ireland,1992,0.372397917297961,31590,8.87751058753439,0,84828616199.6024,75.1809512195122,270,3558430,100.666809082031,5.20912547528517,High income,Europe & Central Asia
Ireland,1993,0.364125930942312,31720,8.8695987233594,0,87112719266.9652,75.3361219512195,290,3576261,101.027862548828,4.83002043470184,High income,Europe & Central Asia
Ireland,1994,0.357225131574189,32910,9.1661453670998,0,92126776901.0961,75.4768048780488,330,3590386,98.891471862793,5.57998573805562,High income,Europe & Central Asia
Ireland,1995,0.331872449678498,33520,9.28830059290503,0,101002659402.649,75.6175609756098,380,3608841,97.7992172241211,4.14110429447853,High income,Europe & Central Asia
Ireland,1996,0.322545507028386,34980,9.61646840833427,0,108449813244.249,75.8317073170732,450,3637510,NA,4.03276955602537,High income,Europe & Central Asia
