"CountryCode","SeriesCode","DESCRIPTION",
"PRI","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"PRI","SP.DYN.LE00.FE.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects",
"PRI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PRI","IT.NET.BBND.P2","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","SP.DYN.TFRT.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects",
"PRI","ST.INT.TVLX.CD","Compiled from data reported by the country. Data: Fiscal years (July-June). The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data. Data: Fiscal years (July-June).",
"PRI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PRI","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"PRI","NE.CON.PRVT.PP.CD","Estimates are based on regression.",
"PRI","IT.MLT.MAIN.P2","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","NE.CON.PRVT.PP.KD","Estimates are based on regression.",
"PRI","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"PRI","SP.POP.TOTL","Data source: U.S. Census Bureau, 1990 Census",
"PRI","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"PRI","IT.CEL.SETS.P2","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","SP.DYN.CBRT.IN","Data source: U.S. Census Bureau, Centers for Disease Control and Prevention",
"PRI","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident tourists by air. Source: ""Junta de Planificación de Puerto Rico"".",
"PRI","IT.CEL.SETS","Puerto Rico Telephone Company (PRTC). Puerto Rico Institute of Statistics",
"PRI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PRI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PRI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PRI","ST.INT.RCPT.CD","Compiled from data reported by the country. The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"PRI","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"PRK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PRK","MS.MIL.XPND.CD","1986-2017 highly uncertain data.",
"PRK","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PRK","IT.CEL.SETS.P2","Ministry of Posts and Telecommunications.",
"PRK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRK","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PRK","IT.NET.BBND","Ministry of Posts and Telecommunications.",
"PRK","IT.NET.USER.ZS","Ministry of Posts and Telecommunications.",
"PRK","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"PRK","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PRK","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PRK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRK","IT.CEL.SETS","Ministry of Posts and Telecommunications.",
"PRK","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PRK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRK","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PRK","IT.MLT.MAIN","Ministry of Posts and Telecommunications.",
"PRK","MS.MIL.XPND.CN","1986-2018 highly uncertain data.",
"PRK","IT.MLT.MAIN.P2","Ministry of Posts and Telecommunications.",
"PRK","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PRK","IT.NET.BBND.P2","Ministry of Posts and Telecommunications.",
"PRK","SM.POP.TOTL","Estimates are imputed using model estimates. ",
"PRT","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRT","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","IT.NET.USER.ZS","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","SP.POP.GROW","Data source: Eurostat",
"PRT","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRT","IT.CEL.SETS","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","IT.MLT.MAIN","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","SP.POP.TOTL","Data source: Eurostat",
"PRT","IS.RRS.PASG.KM","Source: OECD",
"PRT","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRT","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"PRT","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","SP.DYN.TFRT.IN","Data source: Eurostat, Instituto Nacional de Estatística",
"PRT","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"PRT","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","IT.NET.BBND.P2","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","SP.DYN.LE00.MA.IN","Data source: Eurostat, Instituto Nacional de Estatística",
"PRT","IT.MLT.MAIN.P2","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","SP.DYN.CDRT.IN","Data source: Eurostat",
"PRT","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRT","PA.NUS.FCRF","Data are reported in Portuguese escudos.",
"PRT","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. From 2007: Arrivals of non-resident tourists in all types of accommodation establishments. From 2013 include hotels, apartment hotels, “pousadas”, tourist apartments, tourist villages, camping sites, recreation centres, tourism in rural areas and local accommodation.",
"PRT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRT","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PRT","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","IT.NET.BBND","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRT","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","SP.DYN.CBRT.IN","Data source: Eurostat",
"PRT","IT.CEL.SETS.P2","Instituto das Comunicações de Portugal. From 2002: Autoridade Nacional de Comunicacoes (ANACOM).",
"PRT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRT","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"PRT","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRT","SP.DYN.LE00.FE.IN","Data source: Eurostat, Instituto Nacional de Estatística",
"PRT","ST.INT.DPRT","Includes overnight visitors (tourists) only. Source: Statistics Portugal (INE), Travel Survey of Residents.",
"PRT","IS.RRS.GOOD.MT.K6","Source: OECD",
"PRT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRT","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"PRT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PRY","MS.MIL.XPND.ZS","1989-1997 SIPRI estimates.",
"PRY","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRY","IT.NET.BBND","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRY","DT.DOD.DECT.CD","Long-term public and publicly guaranteed for 2020 are based on reports provided by the country. Long-term private nonguaranteed debt and short-term debt for 2020 are based on Central Bank data.",
"PRY","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRY","IT.CEL.SETS","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PRY","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"PRY","MS.MIL.XPND.CN","1960-1997 SIPRI estimates.",
"PRY","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRY","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRY","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"PRY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PRY","IT.MLT.MAIN.P2","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PRY","IT.NET.USER.ZS","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","MS.MIL.XPND.CD","1960-1997 SIPRI estimates.",
"PRY","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"PRY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PRY","IT.NET.BBND.P2","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","IT.MLT.MAIN","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PRY","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PRY","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PRY","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Excluding nationals residing abroad and crew members.",
"PRY","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PRY","IT.CEL.SETS.P2","Until 1998: Administración Nacional de Telecomunicaciones (ANTELCO). Comisión Nacional de Telecomunicaciones.",
"PRY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PRY","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PSE","IT.NET.BBND","Palestine Telecommunications Company (PALTEL).",
"PSE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PSE","SP.DYN.LE00.MA.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","IT.MLT.MAIN.P2","Palestine Telecommunications Company (PALTEL).",
"PSE","SP.DYN.TO65.MA.ZS","Including East Jerusalem.",
"PSE","IT.NET.BBND.P2","Palestine Telecommunications Company (PALTEL).",
"PSE","SP.DYN.TO65.FE.ZS","Including East Jerusalem.",
"PSE","SM.POP.REFG","Figures include Palestinian refugees under the mandate of the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) which are not included in statistics from the United Nations Office of the High Commissioner for Refugees (UNHCR).",
"PSE","SM.POP.REFG.OR","Figures refer to Palestinian refugees under the UNHCR mandate only.",
"PSE","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in hotels and similar establishments. Source: Palestinian Central Bureau of Statistics. Hotel Activity Survey. Ramallah - Palestine.",
"PSE","SP.DYN.CBRT.IN","Data source and note: Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
"PSE","IT.CEL.SETS.P2","Palestine Telecommunications Company (PALTEL).",
"PSE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects (for State of Palestine). Including East Jerusalem.",
"PSE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. West Bank and Gaza.",
"PSE","SM.POP.NETM","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. West Bank and Gaza.",
"PSE","SP.DYN.LE00.FE.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects (for State of Palestine). Including East Jerusalem.",
"PSE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for the Occupied Palestinian Territory refer to the number of Palestinian refugees registered by UNRWA.",
"PSE","SP.POP.GROW","Data source: World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
"PSE","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. West Bank and Gaza.",
"PSE","SP.POP.TOTL","Data source: World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
"PSE","SP.DYN.CDRT.IN","Data source and note: Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
"PSE","IT.MLT.MAIN","Palestine Telecommunications Company (PALTEL).",
"PSE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. West Bank and Gaza.",
"PSE","IT.CEL.SETS","Palestine Telecommunications Company (PALTEL).",
"PSE","PA.NUS.PPP","From July 2020, this indicator is expressed for United States dollar (Previously it was for New Israeli Shekel).",
"PSE","SP.POP.BRTH.MF","Including East Jerusalem.",
"PSE","SP.ADO.TFRT","Including East Jerusalem.",
"PSE","PA.NUS.PRVT.PP","From July 2020, this indicator is expressed for United States dollar (Previously it was for New Israeli Shekel).",
"PSE","IT.NET.USER.ZS","Palestine Telecommunications Company (PALTEL).",
"PYF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PYF","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PYF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PYF","IT.CEL.SETS.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-1999: country data.",
"PYF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PYF","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"PYF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PYF","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PYF","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PYF","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PYF","IT.NET.BBND.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PYF","IT.CEL.SETS","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","IT.MLT.MAIN.P2","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PYF","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PYF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PYF","IT.NET.BBND","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"PYF","IT.NET.USER.ZS","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"PYF","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"PYF","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"PYF","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"PYF","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"PYF","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PYF","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PYF","IT.MLT.MAIN","Until 2004: Ministère de l'Economie, des Finances et de l'Industrie. Service des Postes et Télécommunications.",
"QAT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"QAT","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"QAT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"QAT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"QAT","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"QAT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"QAT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"QAT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"QAT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. Source 1999-2006: Qatar Central Bank.",
"QAT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"QAT","IT.NET.BBND.P2","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"QAT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"QAT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"QAT","IT.MLT.MAIN.P2","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","SP.POP.GROW","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"QAT","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"QAT","IT.CEL.SETS.P2","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"QAT","MS.MIL.XPND.ZS","2002-2003 SIPRI estimates.",
"QAT","IT.NET.USER.ZS","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","IT.MLT.MAIN","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","IT.NET.BBND","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. Source 1999-2006: Qatar Central Bank.",
"QAT","IT.CEL.SETS","Qatar Telecom (Q-Tel) Q.S.C. ictQATAR",
"QAT","MS.MIL.XPND.CN","2002-2003 SIPRI estimates.",
"QAT","MS.MIL.XPND.CD","2002-2003 SIPRI estimates.",
"QAT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"QAT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"QAT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ROU","IT.NET.BBND","Rom-Telecom. From 2002: National Regulatory Authority for Communications.",
"ROU","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Number of departures of Romanians abroad registered at borders.",
"ROU","IS.RRS.PASG.KM","Source: OECD",
"ROU","SP.DYN.CBRT.IN","Data source: Eurostat",
"ROU","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ROU","MS.MIL.XPND.CD","1960-1998 SIPRI estimates.",
"ROU","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"ROU","MS.MIL.XPND.CN","1960-1998 SIPRI estimates.",
"ROU","IS.RRS.GOOD.MT.K6","Source: OECD",
"ROU","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ROU","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ROU","SP.DYN.LE00.FE.IN","Data source: Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"ROU","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ROU","SP.DYN.CDRT.IN","Data source: Eurostat",
"ROU","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
